Country,FigTimeBin,LocationIsland,ReefSiteLocality,Lat,Long,StartYearAD,EndYearAD,StudyDepth,ApalmPres,AcervPres,BranchPoriPres,AgarPres,CavPres,ColpPres,DiplPres,MadrPres,MeanPres,MillPres,OrbiPres,PastrPres,SidePres,StephPres
Florida,2005-2011,SE Florida,Broward County 1,26.1479,-80.0959,2007,NA,7.62,0,0,0,0,1,1,0,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Broward County 2,26.1479,-80.0959,2007,NA,12.192,0,0,0,0,1,0,0,0,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Broward County 3,26.1479,-80.0959,2007,NA,16.764,0,0,0,0,1,0,0,0,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Broward County A,26.1479,-80.0959,2007,NA,7.62,0,1,0,1,1,0,1,0,0,0,0,1,1,0
Florida,2005-2011,SE Florida,Dade County 1,26.1479,-80.0959,2007,NA,7.62,0,1,0,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Dade County 2,26.1479,-80.0959,2007,NA,13.716,0,0,1,0,1,0,1,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Dade County 3,26.1479,-80.0959,2007,NA,16.764,0,0,0,0,1,0,0,1,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Palm Beach 1,26.1479,-80.0959,2007,NA,7.62,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Florida,2005-2011,SE Florida,Palm Beach 2 and 8,26.1479,-80.0959,2007,NA,16.764,0,0,0,0,1,0,0,1,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Palm Beach 3,26.1479,-80.0959,2007,NA,16.764,0,0,0,1,1,0,0,1,1,1,0,1,1,1
Florida,2005-2011,Lower Keys,Cliff Green,24.52303333,-81.51206667,2008,NA,6.5532,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Content Keys,24.52303333,-81.51206667,2008,NA,5.4864,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Florida,2005-2011,Lower Keys,Eastern Sambo Deep,24.52303333,-81.51206667,2008,NA,14.6304,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Looe Key Deep,24.52303333,-81.51206667,2008,NA,12.4968,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Looe Key Shallow,24.52303333,-81.51206667,2008,NA,7.3152,0,1,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Rock Key Deep,24.52303333,-81.51206667,2008,NA,12.192,0,0,0,1,1,1,0,0,0,1,1,1,1,0
Florida,2005-2011,Lower Keys,Sand Key Deep,24.52303333,-81.51206667,2008,NA,9.144,0,0,1,0,0,0,0,0,1,1,1,0,1,1
Florida,2005-2011,Lower Keys,Sand Key Deep,24.52303333,-81.51206667,2008,NA,10.3632,0,0,1,1,1,1,0,0,1,1,1,1,1,0
Florida,2005-2011,Lower Keys,Smith Shoal,24.52303333,-81.51206667,2008,NA,7.9248,0,0,0,1,1,0,0,0,0,1,1,1,1,0
Florida,2005-2011,Lower Keys,West Washer Women,24.52303333,-81.51206667,2008,NA,7.1628,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Head,24.52303333,-81.51206667,2008,NA,8.382,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Head,24.52303333,-81.51206667,2008,NA,10.668,0,0,0,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Sambo Deep,24.52303333,-81.51206667,2008,NA,8.5344,0,1,0,0,1,0,0,0,0,1,1,1,1,0
Florida,2005-2011,Lower Keys,Western Sambo Deep,24.52303333,-81.51206667,2008,NA,12.192,0,0,1,1,1,0,0,0,0,1,1,1,1,0
Florida,2005-2011,Dry Tortugas,Bird Key Reef,24.61124778,-82.87070048,2008,NA,13.4112,0,0,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Mayers Peak,24.61124778,-82.87070048,2008,NA,9.2964,0,1,1,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Temptation Rock,24.61124778,-82.87070048,2008,NA,6.858,0,0,1,0,1,1,1,0,1,1,1,1,1,0
Florida,2005-2011,Dry Tortugas,White Shoal,24.61124778,-82.87070048,2008,NA,4.572,0,1,0,0,0,0,0,0,1,1,1,1,1,0
Florida,2005-2011,Dry Tortugas,White Shoal,24.61124778,-82.87070048,2008,NA,7.3152,0,1,1,1,1,1,0,0,1,1,1,1,1,0
Florida,2005-2011,Middle Keys,Alligator Deep,24.8452,-80.6209,2008,NA,11.43,0,0,1,0,0,0,1,0,0,1,1,1,1,1
Florida,2005-2011,Middle Keys,Dustan Rocks,24.8452,-80.6209,2008,NA,5.7912,0,0,1,0,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Middle Keys,Sombrero Deep,24.8452,-80.6209,2008,NA,14.3256,0,0,0,1,1,1,0,0,1,1,1,1,1,1
Florida,2005-2011,Middle Keys,Tennessee Deep,24.8452,-80.6209,2008,NA,13.4112,0,1,1,1,1,0,1,1,0,1,1,1,1,1
Florida,2005-2011,Middle Keys,Tennessee Shallow,24.8452,-80.6209,2008,NA,6.4008,0,0,0,0,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Middle Keys,West Turtle Shoal,24.8452,-80.6209,2008,NA,6.7056,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Florida,2005-2011,Upper Keys,Carysfort Deep,25.30416667,-80.21415,2008,NA,16.002,0,0,1,1,1,1,0,0,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Conch Deep,25.30416667,-80.21415,2008,NA,16.3068,0,0,0,1,0,0,0,0,1,1,1,1,1,0
Florida,2005-2011,Upper Keys,Grecian Rocks,25.30416667,-80.21415,2008,NA,6.4008,0,0,1,1,1,1,1,0,0,1,1,1,1,0
Florida,2005-2011,Upper Keys,Molasses Deep,25.30416667,-80.21415,2008,NA,13.8684,0,0,1,1,1,0,0,0,0,1,0,1,1,1
Florida,2005-2011,Upper Keys,Molasses Shallow,25.30416667,-80.21415,2008,NA,6.858,1,0,1,1,1,1,1,0,1,1,1,1,1,0
Florida,2005-2011,Upper Keys,Turtle,25.30416667,-80.21415,2008,NA,6.7056,0,1,1,1,1,1,1,0,1,1,1,1,1,0
Florida,2005-2011,SE Florida,Broward County 1,26.1479,-80.0959,2008,NA,7.62,0,0,0,0,1,1,0,1,0,1,1,1,1,1
Florida,2005-2011,SE Florida,Broward County 2,26.1479,-80.0959,2008,NA,12.192,0,0,0,0,1,0,0,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Broward County 3,26.1479,-80.0959,2008,NA,16.764,0,0,0,0,1,0,0,0,1,1,0,1,1,0
Florida,2005-2011,SE Florida,Broward County A,26.1479,-80.0959,2008,NA,7.62,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Florida,2005-2011,SE Florida,Dade County 1,26.1479,-80.0959,2008,NA,7.62,0,1,1,0,1,0,1,0,0,1,1,1,1,1
Florida,2005-2011,SE Florida,Dade County 2,26.1479,-80.0959,2008,NA,13.716,0,0,1,0,1,0,1,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Dade County 3,26.1479,-80.0959,2008,NA,16.764,0,0,0,0,1,0,0,1,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Palm Beach 1,26.1479,-80.0959,2008,NA,7.62,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Florida,2005-2011,SE Florida,Palm Beach 2 and 9,26.1479,-80.0959,2008,NA,16.764,0,0,0,0,1,0,0,1,1,1,0,1,0,1
Florida,2005-2011,SE Florida,Palm Beach 3,26.1479,-80.0959,2008,NA,16.764,0,0,0,1,1,0,0,1,1,1,0,1,1,0
Florida,2005-2011,Lower Keys,Cliff Green,24.52303333,-81.51206667,2009,NA,6.5532,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Content Keys,24.52303333,-81.51206667,2009,NA,5.4864,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Florida,2005-2011,Lower Keys,Eastern Sambo Deep,24.52303333,-81.51206667,2009,NA,14.6304,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Looe Key Deep,24.52303333,-81.51206667,2009,NA,12.4968,0,0,0,1,1,1,0,0,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Looe Key Shallow,24.52303333,-81.51206667,2009,NA,7.3152,0,1,1,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Rock Key Deep,24.52303333,-81.51206667,2009,NA,12.192,1,0,1,0,1,0,1,0,0,1,1,1,1,0
Florida,2005-2011,Lower Keys,Sand Key Deep,24.52303333,-81.51206667,2009,NA,9.144,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Florida,2005-2011,Lower Keys,Sand Key Deep,24.52303333,-81.51206667,2009,NA,10.3632,0,0,1,0,0,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Smith Shoal,24.52303333,-81.51206667,2009,NA,7.9248,0,0,0,1,1,0,0,0,0,1,1,1,1,0
Florida,2005-2011,Lower Keys,West Washer Women,24.52303333,-81.51206667,2009,NA,7.1628,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Head,24.52303333,-81.51206667,2009,NA,8.382,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Head,24.52303333,-81.51206667,2009,NA,10.668,0,0,0,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Sambo Deep,24.52303333,-81.51206667,2009,NA,8.5344,0,1,1,1,0,1,0,1,0,1,1,1,1,0
Florida,2005-2011,Lower Keys,Western Sambo Deep,24.52303333,-81.51206667,2009,NA,12.192,0,0,1,1,1,1,0,0,0,1,1,1,1,0
Florida,2005-2011,Dry Tortugas,Bird Key Reef,24.61124778,-82.87070048,2009,NA,13.4112,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Davis Rock,24.61124778,-82.87070048,2009,NA,9,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Mayers Peak,24.61124778,-82.87070048,2009,NA,9.2964,0,0,1,0,1,0,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Temptation Rock,24.61124778,-82.87070048,2009,NA,6.858,0,0,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Texas Rock,24.61124778,-82.87070048,2009,NA,13.4112,0,0,0,0,1,1,1,1,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Texas Rock,24.61124778,-82.87070048,2009,NA,15.24,0,0,1,0,1,1,0,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,The Maze,24.61124778,-82.87070048,2009,NA,9.144,0,0,0,0,1,1,0,0,NA,1,1,1,1,NA
Florida,2005-2011,Dry Tortugas,The Maze,24.61124778,-82.87070048,2009,NA,12.4968,0,1,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,White Shoal,24.61124778,-82.87070048,2009,NA,4.572,0,1,1,0,1,1,1,0,0,1,1,1,0,0
Florida,2005-2011,Dry Tortugas,White Shoal,24.61124778,-82.87070048,2009,NA,7.3152,0,1,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Middle Keys,Alligator Deep,24.8452,-80.6209,2009,NA,11.43,0,0,0,1,0,0,1,0,0,1,0,0,1,1
Florida,2005-2011,Middle Keys,Dustan Rocks,24.8452,-80.6209,2009,NA,5.7912,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Middle Keys,Sombrero Deep,24.8452,-80.6209,2009,NA,14.3256,0,0,1,1,1,1,1,1,0,1,1,1,1,1
Florida,2005-2011,Middle Keys,Tennessee Deep,24.8452,-80.6209,2009,NA,13.4112,0,0,1,1,1,1,1,1,0,1,1,1,1,1
Florida,2005-2011,Middle Keys,Tennessee Shallow,24.8452,-80.6209,2009,NA,6.4008,0,0,1,0,1,1,1,0,0,1,0,1,1,1
Florida,2005-2011,Middle Keys,West Turtle Shoal,24.8452,-80.6209,2009,NA,6.7056,0,1,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Upper Keys,Burr Fish,25.30416667,-80.21415,2009,NA,5,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Carysfort Deep,25.30416667,-80.21415,2009,NA,16.002,0,0,1,1,1,1,0,1,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Conch Deep,25.30416667,-80.21415,2009,NA,16.3068,0,0,1,1,1,0,0,1,1,1,1,1,1,1
Florida,2005-2011,Upper Keys,Grecian Rocks,25.30416667,-80.21415,2009,NA,6.4008,0,0,1,1,1,1,1,0,0,1,1,0,1,1
Florida,2005-2011,Upper Keys,Molasses Deep,25.30416667,-80.21415,2009,NA,13.8684,0,0,1,1,1,0,1,0,NA,1,1,1,1,NA
Florida,2005-2011,Upper Keys,Molasses Shallow,25.30416667,-80.21415,2009,NA,6.858,1,0,1,1,1,0,1,0,1,1,1,1,1,1
Florida,2005-2011,Upper Keys,Rawa Reef,25.30416667,-80.21415,2009,NA,6.4008,0,0,0,0,1,1,1,1,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Red Dun Reef,25.30416667,-80.21415,2009,NA,6.858,0,0,1,0,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Thor,25.30416667,-80.21415,2009,NA,6.096,0,0,1,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Upper Keys,Turtle,25.30416667,-80.21415,2009,NA,6.7056,0,1,1,1,1,0,1,0,1,1,1,1,1,0
Florida,2005-2011,Upper Keys,Wonderland,25.30416667,-80.21415,2009,NA,5.9436,0,0,1,0,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,SE Florida,Broward County 1,26.1479,-80.0959,2009,NA,7.62,0,0,0,0,1,1,0,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Broward County 2,26.1479,-80.0959,2009,NA,12.192,0,0,0,0,1,0,1,0,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Broward County 3,26.1479,-80.0959,2009,NA,16.764,0,0,0,0,1,0,0,0,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Broward County A,26.1479,-80.0959,2009,NA,7.62,0,1,1,1,1,0,1,0,0,0,0,1,0,0
Florida,2005-2011,SE Florida,Dade County 1,26.1479,-80.0959,2009,NA,7.62,0,1,0,0,1,0,1,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Dade County 2,26.1479,-80.0959,2009,NA,13.716,0,0,0,0,1,0,1,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Dade County 3,26.1479,-80.0959,2009,NA,16.764,0,0,0,0,1,0,0,1,0,1,0,1,1,1
Florida,2005-2011,SE Florida,Palm Beach 1,26.1479,-80.0959,2009,NA,7.62,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Florida,2005-2011,SE Florida,Palm Beach 2 and 10,26.1479,-80.0959,2009,NA,16.764,0,0,0,0,1,0,0,1,1,1,0,0,1,0
Florida,2005-2011,SE Florida,Palm Beach 3,26.1479,-80.0959,2009,NA,16.764,0,0,0,1,1,0,0,1,1,1,0,1,1,0
Florida,2005-2011,Lower Keys,Cliff Green,24.52303333,-81.51206667,2010,NA,6.5532,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Content Keys,24.52303333,-81.51206667,2010,NA,5.4864,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Florida,2005-2011,Lower Keys,Eastern Sambo Deep,24.52303333,-81.51206667,2010,NA,14.6304,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Looe Key Deep,24.52303333,-81.51206667,2010,NA,12.4968,0,0,0,1,1,0,1,1,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Looe Key Shallow,24.52303333,-81.51206667,2010,NA,7.3152,0,1,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Rock Key Deep,24.52303333,-81.51206667,2010,NA,12.192,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Sand Key Deep,24.52303333,-81.51206667,2010,NA,9.144,0,0,1,0,0,0,0,0,NA,1,1,0,1,NA
Florida,2005-2011,Lower Keys,Sand Key Deep,24.52303333,-81.51206667,2010,NA,10.3632,0,0,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Smith Shoal,24.52303333,-81.51206667,2010,NA,7.9248,0,0,0,1,1,0,0,0,0,1,0,1,1,1
Florida,2005-2011,Lower Keys,West Washer Women,24.52303333,-81.51206667,2010,NA,7.1628,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Head,24.52303333,-81.51206667,2010,NA,8.382,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Head,24.52303333,-81.51206667,2010,NA,10.668,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Sambo Deep,24.52303333,-81.51206667,2010,NA,8.5344,0,1,0,0,0,0,0,0,0,1,1,1,1,0
Florida,2005-2011,Lower Keys,Western Sambo Deep,24.52303333,-81.51206667,2010,NA,12.192,0,0,0,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Bird Key Reef,24.61124778,-82.87070048,2010,NA,13.4112,0,1,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Davis Rock,24.61124778,-82.87070048,2010,NA,9,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Mayers Peak,24.61124778,-82.87070048,2010,NA,9.2964,0,1,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Temptation Rock,24.61124778,-82.87070048,2010,NA,6.858,0,0,1,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Texas Rock,24.61124778,-82.87070048,2010,NA,13.4112,0,0,1,0,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Texas Rock,24.61124778,-82.87070048,2010,NA,15.24,0,0,1,0,1,1,0,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,The Maze,24.61124778,-82.87070048,2010,NA,9.144,0,0,0,0,1,1,1,0,NA,1,1,1,1,NA
Florida,2005-2011,Dry Tortugas,The Maze,24.61124778,-82.87070048,2010,NA,12.4968,0,1,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,White Shoal,24.61124778,-82.87070048,2010,NA,4.572,0,1,1,0,0,1,0,0,1,1,1,1,1,0
Florida,2005-2011,Dry Tortugas,White Shoal,24.61124778,-82.87070048,2010,NA,7.3152,0,1,1,1,1,1,1,0,0,1,1,1,1,0
Florida,2005-2011,Middle Keys,Alligator Deep,24.8452,-80.6209,2010,NA,11.43,0,0,1,1,0,0,1,0,NA,1,1,1,1,NA
Florida,2005-2011,Middle Keys,Dustan Rocks,24.8452,-80.6209,2010,NA,5.7912,0,0,1,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Middle Keys,Sombrero Deep,24.8452,-80.6209,2010,NA,14.3256,0,0,0,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Middle Keys,Tennessee Deep,24.8452,-80.6209,2010,NA,13.4112,0,1,1,1,0,1,1,1,0,1,1,1,1,1
Florida,2005-2011,Middle Keys,Tennessee Shallow,24.8452,-80.6209,2010,NA,6.4008,0,0,0,0,1,1,1,0,0,1,0,0,1,0
Florida,2005-2011,Middle Keys,West Turtle Shoal,24.8452,-80.6209,2010,NA,6.7056,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Florida,2005-2011,Upper Keys,Burr Fish,25.30416667,-80.21415,2010,NA,5,0,0,1,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Carysfort Deep,25.30416667,-80.21415,2010,NA,16.002,0,0,0,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Conch Deep,25.30416667,-80.21415,2010,NA,16.3068,0,0,1,1,1,0,0,1,NA,1,1,1,1,NA
Florida,2005-2011,Upper Keys,Grecian Rocks,25.30416667,-80.21415,2010,NA,6.4008,0,0,1,0,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Molasses Deep,25.30416667,-80.21415,2010,NA,13.8684,0,0,1,1,1,0,1,1,NA,1,0,1,1,NA
Florida,2005-2011,Upper Keys,Molasses Shallow,25.30416667,-80.21415,2010,NA,6.858,0,0,0,1,1,0,1,0,1,1,1,0,1,0
Florida,2005-2011,Upper Keys,Rawa Reef,25.30416667,-80.21415,2010,NA,6.4008,0,0,0,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Upper Keys,Red Dun Reef,25.30416667,-80.21415,2010,NA,6.858,0,0,1,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Upper Keys,Thor,25.30416667,-80.21415,2010,NA,6.096,0,0,1,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Upper Keys,Turtle,25.30416667,-80.21415,2010,NA,6.7056,0,1,1,1,1,0,1,0,0,1,0,1,1,0
Florida,2005-2011,Upper Keys,Wonderland,25.30416667,-80.21415,2010,NA,5.9436,0,0,1,1,1,1,1,0,0,0,1,1,1,1
Florida,2005-2011,SE Florida,Broward County 1,26.1479,-80.0959,2010,NA,7.62,0,0,0,0,1,1,0,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Broward County 2,26.1479,-80.0959,2010,NA,12.192,0,0,1,1,0,0,0,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Broward County 3,26.1479,-80.0959,2010,NA,16.764,0,0,0,0,1,0,0,0,1,1,0,0,1,1
Florida,2005-2011,SE Florida,Broward County A,26.1479,-80.0959,2010,NA,7.62,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Florida,2005-2011,SE Florida,Dade County 1,26.1479,-80.0959,2010,NA,7.62,0,1,1,0,1,0,1,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Dade County 2,26.1479,-80.0959,2010,NA,13.716,0,0,0,0,1,0,1,0,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Dade County 3,26.1479,-80.0959,2010,NA,16.764,0,0,0,0,1,0,0,1,1,1,0,0,1,1
Florida,2005-2011,SE Florida,Dade County 4,26.1479,-80.0959,2010,NA,12.4968,0,0,0,1,1,0,0,0,1,1,1,1,1,0
Florida,2005-2011,SE Florida,Dade County 5,26.1479,-80.0959,2010,NA,7.3152,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Florida,2005-2011,SE Florida,Palm Beach 1,26.1479,-80.0959,2010,NA,7.62,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Florida,2005-2011,SE Florida,Palm Beach 2 and 11,26.1479,-80.0959,2010,NA,16.764,0,0,1,0,1,0,0,1,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Palm Beach 3,26.1479,-80.0959,2010,NA,16.764,0,0,0,1,1,0,0,1,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Palm Beach 4,26.1479,-80.0959,2010,NA,16.764,0,0,0,0,1,0,1,1,1,1,0,1,1,1
Florida,2005-2011,SE Florida,Palm Beach 5,26.1479,-80.0959,2010,NA,16.764,0,0,0,1,1,0,1,1,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Cliff Green,24.52303333,-81.51206667,2011,NA,6.5532,0,0,0,0,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Content Keys,24.52303333,-81.51206667,2011,NA,5.4864,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Florida,2005-2011,Lower Keys,Eastern Sambo Deep,24.52303333,-81.51206667,2011,NA,14.6304,0,0,1,1,1,0,0,1,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Looe Key Deep,24.52303333,-81.51206667,2011,NA,12.4968,0,0,1,1,0,1,1,1,0,1,0,1,1,1
Florida,2005-2011,Lower Keys,Looe Key Shallow,24.52303333,-81.51206667,2011,NA,7.3152,0,1,1,1,1,0,0,0,0,1,1,1,1,1
Florida,2005-2011,Lower Keys,Rock Key Deep,24.52303333,-81.51206667,2011,NA,12.192,0,0,0,1,1,0,0,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Sand Key Deep,24.52303333,-81.51206667,2011,NA,9.144,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Florida,2005-2011,Lower Keys,Sand Key Deep,24.52303333,-81.51206667,2011,NA,10.3632,0,0,1,1,0,0,0,0,0,1,1,1,1,0
Florida,2005-2011,Lower Keys,Smith Shoal,24.52303333,-81.51206667,2011,NA,7.9248,0,0,1,1,1,0,0,0,0,1,0,1,1,0
Florida,2005-2011,Lower Keys,West Washer Women,24.52303333,-81.51206667,2011,NA,7.1628,0,0,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Head,24.52303333,-81.51206667,2011,NA,8.382,0,0,0,0,1,1,0,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Head,24.52303333,-81.51206667,2011,NA,10.668,0,0,0,0,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Lower Keys,Western Sambo Deep,24.52303333,-81.51206667,2011,NA,8.5344,0,1,0,1,0,0,0,1,1,1,1,1,1,0
Florida,2005-2011,Lower Keys,Western Sambo Deep,24.52303333,-81.51206667,2011,NA,12.192,0,0,1,1,1,0,0,0,0,1,1,1,1,0
Florida,2005-2011,Dry Tortugas,Bird Key Reef,24.61124778,-82.87070048,2011,NA,13.4112,0,1,1,1,1,1,1,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Davis Rock,24.61124778,-82.87070048,2011,NA,9,0,0,1,0,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Mayers Peak,24.61124778,-82.87070048,2011,NA,9.2964,0,0,0,1,1,1,0,0,1,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Temptation Rock,24.61124778,-82.87070048,2011,NA,6.858,0,0,1,0,0,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,Texas Rock,24.61124778,-82.87070048,2011,NA,13.4112,0,0,0,0,1,1,1,0,0,0,0,1,1,0
Florida,2005-2011,Dry Tortugas,Texas Rock,24.61124778,-82.87070048,2011,NA,15.24,0,0,0,0,1,0,0,0,0,1,1,1,1,0
Florida,2005-2011,Dry Tortugas,The Maze,24.61124778,-82.87070048,2011,NA,9.144,0,0,0,0,1,1,1,0,NA,1,1,1,1,NA
Florida,2005-2011,Dry Tortugas,The Maze,24.61124778,-82.87070048,2011,NA,12.4968,0,1,0,1,1,1,1,0,0,1,1,1,1,1
Florida,2005-2011,Dry Tortugas,White Shoal,24.61124778,-82.87070048,2011,NA,4.572,0,1,1,0,1,1,1,0,1,1,0,1,1,0
Florida,2005-2011,Dry Tortugas,White Shoal,24.61124778,-82.87070048,2011,NA,7.3152,0,1,1,1,0,0,1,0,0,1,0,1,0,0
Florida,2005-2011,Middle Keys,Alligator Deep,24.8452,-80.6209,2011,NA,11.43,0,0,1,0,0,0,0,0,0,1,0,1,1,1
Florida,2005-2011,Middle Keys,Dustan Rocks,24.8452,-80.6209,2011,NA,5.7912,0,0,1,0,1,1,1,0,1,1,1,1,1,1
